mode,rank,annotation_id,source_id,url,title,triage_class,target_actionable,thematic_score_eval,thematic_score_norm,tfidf_actionable_probability,tfidf_actionable_prediction,llm_triage_class,llm_actionable_signal,confidence_proxy,final_review_priority,lead_reason,llm_evidence,llm_notes
score_only,11,ann_0106,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/denkmal-morgarten,"KS 381, Denkmal Morgarten, Oberägeri",confirmed_relevant,1,0.547,0.5913513513513514,0.635742570293387,1,not_relevant,0.0,0.5913513513513514,high,"score_only: high thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal","Das seeseitige Trottoir wird für einen durchgehenden Rad- und Gehweg auf rund 3,5 m verbreitert. Das bergseitige Trottoir wird um rund 140 m erweitert, so dass eine durchgehende Verbindung zum Schulhaus Morgarten entsteht.","The source describes road resurfacing, widening, and improvements to sidewalks and bus stops, but does not mention any changes to the road or path network geometry or topology."
score_only,12,ann_0006,so_media_2025_oktober,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/oktober/oktober-2025/news/gesamtverkehrsprojekt-oensingen-jetzt-startet-die-mitwirkung/,Gesamtverkehrsprojekt Oensingen: Jetzt startet die Mitwirkung - Kanton Solothurn,confirmed_relevant,1,0.512,0.5535135135135135,0.4683347191754111,0,needs_review,0.8,0.5535135135135135,medium,score_only: high thematic_score; TF IDF uncertainty band; LLM triage needs_review,Demnach wird die heute durch den Ort führende Kantonsstrasse an den südlichen Dorfrand und ins Industriegebiet verlegt.,"The source mentions a planned relocation of the road, but there is no confirmed implementation timeline or detailed geometry information."
score_only,13,ann_0129,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-381-nidfuren,KS 381 Nidfuren Schmittli,confirmed_relevant,1,0.47,0.508108108108108,0.6366262711097465,1,needs_review,0.8,0.508108108108108,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Die Kantonsstrasse 381... Es wurden auf beiden Fahrbahnseiten Radstreifen angebracht. Diese Massnahmen erforderten eine durchgehende Verbreiterung der Strasse.,"The source mentions road widening, curve adjustments, and the construction of a new bridge, which could imply geometry changes. However, there is no explicit confirmation of these changes being implemented."
score_only,14,ann_0262,zh_geplante_strassenprojekte,https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-richterswil--samstagern-.html,Geplantes Strassenprojekt Richterswil (Samstagern),confirmed_relevant,1,0.449,0.4854054054054054,0.7156921435874942,1,needs_review,0.8,0.4854054054054054,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Das kantonale Tiefbauamt plant, im Frühjahr 2027 mit den Bauarbeiten zu beginnen. An beiden Kreuzungen soll in Zukunft ein Kreisel den Verkehrsfluss an der Bergstrasse erhöhen und die Sicherheit verbessern. Gleichzeitig soll ein rund 1,2 Kilometer langer Abschnitt der Bergstrasse saniert werden. Die in diesem Bereich bestehende Radweglücke von 400 Metern soll geschlossen werden.","Plausible signals for new roundabouts and closing a bike path gap, but no confirmed implementation."
score_only,15,ann_0115,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-f_hinterbertstrasse_fg-uebergang_cham,"KS F, Hinterbergstrasse, FG-Übergang, Cham",needs_review,1,0.446,0.4821621621621621,0.6366270347408041,1,not_relevant,0.0,0.4821621621621621,high,"score_only: high thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal","Mit dem Neubau des Trottoirs und des Fussgängerübergangs an der Hinterbergstrasse in Cham soll die Verkehrssicherheit, für die zu Fuss Gehenden zwischen der SBB-Station Rigiblick Steinhausen und dem Industriegebiet Cham erhöht werden.",The source describes resurfacing and optimization of existing infrastructure without any concrete geometry or topology changes.
score_only,16,ann_0177,bs_bauprojekte_tiefbau,https://www.bs.ch/schwerpunkte/bauprojekte/seiten/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/tram-klybeck,Tram Klybeck,needs_review,1,0.444,0.48,0.5916646826748959,1,needs_review,0.8,0.48,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Die neue Tramstrecke schliesst im Riehenring am Abzweiger Horburgstrasse an das bestehende Tramnetz an. Die Strecke führt dann durch das Areal klybeckplus bis am Knoten Klybeckstrasse/Gärtnerstrasse.,The source mentions a new tram line but does not provide concrete evidence of any road or path geometry changes that would require a TLM update.
score_only,17,ann_0303,ag_strassenprojekte,https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/strassenprojekte/unterkulm-boehlerknoten,JavaScript deaktiviert oder nicht unterstützt.,confirmed_relevant,1,0.392,0.4237837837837838,0.686801000846986,1,needs_review,0.8,0.4237837837837838,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Am Knoten Böhler (K242/K237) wird ein T-Knoten mit einer Lichtsignalanlage erstellt.,"The source mentions the creation of a T-Knoten at the Böhlerknoten, which could imply a topology change. However, the text does not provide enough detail to confirm if this will result in a persistent TLM geometry update."
score_only,18,ann_0228,be_region_seeland_berner_jura,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-seeland-berner-jura/radwegverbindung-bellmund-hermrigen.html,Radwegverbindung Bellmund - Hermrigen,confirmed_relevant,1,0.387,0.4183783783783784,0.5988704577935403,1,not_relevant,0.0,0.4183783783783784,high,"score_only: high thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal","The project involves resurfacing and adding cycling paths, but no specific geometry changes are mentioned.","The source describes planning and public participation for a cycling route, but does not contain any concrete evidence of a persistent TLM geometry update."
score_only,19,ann_0111,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-j_lorze-steinhauserstrasse_baar-zug,"KS J, Lorze Steinhauserstrasse, Baar/Zug",confirmed_relevant,1,0.371,0.40108108108108104,0.6261818809957453,1,needs_review,0.8,0.40108108108108104,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,ein Rad-/Gehweg und bei der Lorze eine sichere ebenerdige Querung der Schochenmühlestrasse sowie eine Rad-/Gehwegunterführung geplant.,Plausible new bike/pedestrian path but no concrete confirmation.
score_only,20,ann_0145,bs_bauprojekte_tiefbau,https://www.bs.ch/bauprojekte/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-dreispitzknoten,Erneuerung Dreispitzknoten,needs_review,1,0.364,0.3935135135135135,0.6067456732715104,1,needs_review,0.8,0.3935135135135135,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Künftig ziehen sich die von Basel-Landschaft kommenden Velostreifen in beide Richtungen entlang der ganzen Münchensteinerstrasse über die Kreuzung.,"The source mentions new bicycle lanes and some changes in bus stops, but these are not confirmed to have a physical geometry impact on the road network."
score_only,21,ann_0310,ag_strassenprojekte,https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/strassenprojekte/muehlau-reussbruecke,JavaScript deaktiviert oder nicht unterstützt.,confirmed_relevant,1,0.36,0.38918918918918916,0.6177067205599087,1,needs_review,0.8,0.38918918918918916,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Die neue Brücke bietet Platz für einseitiges Trottoir, einen Velostreifen sowie für eine fünf Meter breite Fahrbahn ohne Mittellinie.",The source mentions the construction of a new bridge but lacks specific details about the geometry or topology changes that would affect the TLM road and path network.
score_only,22,ann_0090,lu_vif_planung_studien,https://vif.lu.ch/kantonsstrassen/planung_studien/Gerliswilstrasse,Sanierung Gerliswilstrasse - Kanton Luzern,needs_review,1,0.354,0.3827027027027027,0.7042033247840624,1,needs_review,0.8,0.3827027027027027,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Hangaufwärts in Richtung Sprengi schafft künftig ein 1,80 Meter breiter Velostreifen mehr Sicherheit für die Velofahrerinnen und Velofahrer.","The source mentions the creation of a new Velostreifen (cycling lane), but it is unclear if it will be physically separated and thus have a geometry effect."
score_only,23,ann_0151,bs_bauprojekte_tiefbau,https://www.bs.ch/bauprojekte/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-lehenmattstrasse,Erneuerung Lehenmattstrasse,confirmed_relevant,1,0.353,0.3816216216216216,0.5628289416114493,1,needs_review,0.8,0.3816216216216216,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Der Velostreifen zwischen Nasenweg und Baldeggerstrasse, der im Gegenverkehr unter der Autobahn hindurchführt, wird zum abgetrennten Veloweg.","The source mentions the creation of an abgegrenzter Veloweg (separated bike path), which could imply a physical separation. However, the exact nature of the separation is not specified."
score_only,24,ann_0202,be_region_berner_mittelland,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/neubau-strassenueberfuehrung-bolligenstrasse-bern.html,Neubau Strassenüberführung Bolligenstrasse Bern,confirmed_relevant,1,0.347,0.3751351351351351,0.6558512708017075,1,confirmed_relevant,1.0,0.3751351351351351,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage confirmed_relevant,"Die Brücke wird aber auch breiter werden, da für den Langsamverkehr (Fuss- und Veloverkehr) mehr Platz zur Verfügung stehen wird. Die Brückenspannweite wird von heute 17 m auf 31 m verlängert, damit die fünf Gleise überquert werden können.",Concrete geometry changes are planned including lengthening and widening of the bridge.
score_only,25,ann_0285,zh_geplante_strassenprojekte,https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/strassenprojekt-regensdorf-bahnhof-nord.html,Geplantes Strassenprojekt Regensdorf Bahnhof Nord,confirmed_relevant,1,0.33,0.3567567567567568,0.6767282883313765,1,needs_review,0.8,0.3567567567567568,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Der Kreisel Ostring/Feldstrasse wird in eine Kreuzung mit Lichtsignalanlage umgebaut, an der der öffentliche Verkehr bevorzugt wird.","The source mentions several planned improvements including new bus stops, barrier-free upgrades, and a new roundabout conversion, but lacks concrete confirmation of these changes being implemented."
score_only,26,ann_0096,so_avt_projekte,https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-verkehr-und-tiefbau/projekte/gesamtverkehrsprojekt-oensingen/,Gesamtverkehrsprojekt Oensingen - Kanton Solothurn,confirmed_relevant,1,0.308,0.33297297297297296,0.606878153604342,1,needs_review,0.8,0.33297297297297296,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Die heute durchs Dorf führende Kantonsstrasse wird an den südlichen Dorfrand und ins Industriegebiet verschoben.,"The source describes a planned relocation of the cantonal road to the south of the village and into the industrial area, which could imply a significant topology change. However, the project is still in the early planning phase, and there is no concrete confirmation of implementation."
score_only,27,ann_0299,be_region_berner_mittelland,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-emmentalstrasse-konolfingen.html,Sanierung Emmentalstrasse Konolfingen,confirmed_relevant,1,0.278,0.3005405405405406,0.7097736930872388,1,needs_review,0.8,0.3005405405405406,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,Die heutige Kreuzung Mooshaustrasse wird zu einem Kreisel umgebaut.,"The source mentions a road realignment and the creation of a roundabout, which could imply a topology change, but the evidence is not sufficiently detailed to confirm a persistent TLM geometry update."
score_only,28,ann_0213,sg_planauflagen_kantonsstrassen,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte/laufende-planauflagen/flawil--geh--und-radweg-scheidwegkreisel--bogenstrasse---b79-5-0.html,"Flawil: Geh- und Radweg Scheidwegkreisel, Bogenstrasse - B79.5.010.017; Öffentliche Planauflage vom 22. April bis 21. Mai 2026",confirmed_relevant,1,0.275,0.2972972972972973,0.5832542282483837,1,not_relevant,0.0,0.2972972972972973,high,"score_only: high thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal",No specific geometry or topology changes are mentioned.,The source text describes an open planning period for a public announcement regarding a pedestrian and cycle path. It does not contain any concrete evidence of a TLM geometry update.
score_only,29,ann_0272,be_region_berner_mittelland,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-stettlen.html,Sanierung Ortsdurchfahrt Stettlen,confirmed_relevant,1,0.263,0.2843243243243243,0.6883475759704873,1,needs_review,0.8,0.2843243243243243,high,score_only: high thematic_score; TF IDF predicts actionable; LLM triage needs_review,"The project involves road surfacing, pedestrian crossings, and traffic calming measures, but no specific geometry changes are confirmed.",The source mentions several changes but lacks concrete geometry updates.
score_only,30,ann_0010,so_media_2025_februar,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/februar/februar-2025/news/die-mobilitaetsdrehscheibe-bahnhof-solothurn-sued-nimmt-fahrt-auf/,Die Mobilitätsdrehscheibe Bahnhof Solothurn Süd nimmt Fahrt auf - Kanton Solothurn,confirmed_relevant,1,0.26,0.2810810810810811,0.4096519589711237,0,not_relevant,0.0,0.2810810810810811,low,"score_only: high thematic_score; TF IDF uncertainty band; LLM triage not_relevant, used only as downgrade signal",The source text discusses planning and funding for the 'Mobility Hub Solothurn South' project but does not mention any specific road or path geometry changes.,The source describes planning and funding decisions for a mobility hub project without providing concrete geometry updates.
score_only,31,ann_0123,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/kollermuehle,KS 381 Nidfuren Schmittli,not_relevant,0,0.235,0.254054054054054,0.5755134373718708,1,not_relevant,0.0,0.254054054054054,high,"score_only: high thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal","Strassensanierung, Kollermühle Alpenblick, Zug/Cham - Im Bereich Kollermühle wird ein lärmarmer und in der Grundwasserwanne bis Kreuzung Alpenblick ein konventioneller Deckbelag eingebaut.",The source describes road resurfacing and temporary traffic management without any concrete geometry or topology updates.
score_only,32,ann_0210,sg_tiefbau,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte.html,Öffentliche Planauflage Kantonsstrassenprojekte,not_relevant,0,0.227,0.2454054054054054,0.4660681282372454,0,needs_review,0.8,0.2454054054054054,low,score_only: weak thematic_score; TF IDF uncertainty band; LLM triage needs_review,"Projects listed such as 'Geh- und Radweg Scheidwegkreisel, Bogenstrasse' suggest potential geometry changes, but lack concrete details.",The source lists several projects but does not provide enough detail to confirm any specific TLM geometry updates.
score_only,33,ann_0120,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/instandsetzung_alte-lorzentobelbruecke,"Instandsetzung Alte Lorzentobelbrücke, Baar und Menzingen",not_relevant,0,0.223,0.24108108108108106,0.5950431061510341,1,not_relevant,0.0,0.24108108108108106,medium,"score_only: weak thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal","Die alte Lorzentobelbrücke ist in einem baulich schlechten Zustand... Mit der Instandsetzung der Brücke unter Beachtung denkmal-pflegerischer Aspekte ist eine weitere, unterhaltsarme Nutzung für die nächsten 75 Jahre gewährleistet.",The source describes maintenance and preservation work on the bridge without any indication of changes to the road or path network geometry or topology.
score_only,34,ann_0088,lu_vif_planung_studien,https://vif.lu.ch/kantonsstrassen/planung_studien/seetalstrasse_emmen_dorf,Neugestaltung Seetalstrasse Emmen Dorf - Kanton Luzern,needs_review,1,0.211,0.22810810810810808,0.5962430098832395,1,needs_review,0.8,0.22810810810810808,high,score_only: weak thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Das Planungsteam betrachtet dabei den gesamten Strassenraum im Abschnitt Ober-Grundhof bis Kreisel Flugzeugwerke von Fassade zu Fassade, also auch die Bauten und Anlagen beidseits der Seetalstrasse. Neue Radstreifen, Schutzinseln.","The source mentions potential improvements including new bike lanes and protective islands, but these are still in the planning phase and no concrete geometry updates have been confirmed."
score_only,35,ann_0273,be_region_berner_mittelland,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-biglen.html,Sanierung Ortsdurchfahrt Biglen,confirmed_relevant,1,0.202,0.21837837837837837,0.704011779893147,1,needs_review,0.8,0.21837837837837837,high,score_only: weak thematic_score; TF IDF predicts actionable; LLM triage needs_review,Mittelinseln bei den Fussgängerstreifen,The source mentions the construction of new traffic islands but lacks concrete evidence that these will result in persistent TLM geometry updates.
score_only,36,ann_0080,lu_vif_baustellen,https://vif.lu.ch/kantonsstrassen/baustellen/roemerswil,Römerswil: Sanierung Kantonsstrasse und Bushaltestelle - Kanton Luzern,needs_review,1,0.198,0.21405405405405406,0.6996421601582034,1,not_relevant,0.0,0.21405405405405406,medium,"score_only: weak thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal",Strassensanierung im Abschnitt Chäppeliacher,The source describes road surfacing and minor infrastructure improvements without any concrete geometry or topology changes.
score_only,37,ann_0293,ag_strasseninfrastruktur,https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/tempo-30-zone,JavaScript deaktiviert oder nicht unterstützt.,not_relevant,0,0.155,0.16756756756756755,0.5745125561950285,1,not_relevant,0.0,0.16756756756756755,medium,"score_only: weak thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal",The source focuses on reducing speed limits and improving safety measures within residential areas.,"The source discusses the implementation of 30 km/h zones and their impact on traffic safety and quality of life, but does not mention any changes to the road or path geometry."
score_only,38,ann_0150,bs_bauprojekte_tiefbau,https://www.bs.ch/schwerpunkte/bauprojekte/seiten/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-laupenring,Erneuerung Laupenring,needs_review,1,0.14,0.15135135135135136,0.609627735785117,1,needs_review,0.8,0.15135135135135136,high,score_only: weak thematic_score; TF IDF predicts actionable; LLM triage needs_review,"Velofahrende werden neu über die Quartierstrassen via Bernerring geführt. Der Velostreifen zwischen Marschalkenstrasse und Neubadstrasse wird aufgehoben, die Fahrbahnbreite zugunsten von neuen Grünflächen reduziert.","The source mentions changes that could potentially affect road geometry, but lacks concrete evidence confirming these changes."
score_only,39,ann_0024,so_media_2025_oktober,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/oktober/oktober-2025/news/regierungsratssitzung-vom-28-oktober-2025/,Regierungsratssitzung vom 28. Oktober 2025 - Kanton Solothurn,needs_review,1,0.121,0.1308108108108108,0.2198835133855697,0,not_relevant,0.0,0.1308108108108108,low,"score_only: weak thematic_score; LLM triage not_relevant, used only as downgrade signal",None of the items discussed in the meeting relate to road or path geometry changes.,The source text does not contain any information about concrete geometry or topology updates for roads or paths.
score_only,40,ann_0026,so_media_2023_august,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2023/august/august-2023/news/katasterschaetzung-totalrevision-geht-in-die-zweite-vernehmlassung/,Katasterschätzung: Totalrevision geht in die zweite Vernehmlassung - Kanton Solothurn,not_relevant,0,0.117,0.1264864864864865,0.3652883741797622,0,not_relevant,0.0,0.1264864864864865,low,"score_only: weak thematic_score; TF IDF uncertainty band; LLM triage not_relevant, used only as downgrade signal","The text focuses on the revision of the cadastral assessment system and its impact on taxes, without mentioning any road or path geometry changes.","The source discusses the revision of the cadastral assessment system and related tax implications, with no mention of any changes to road or path geometries."
score_only,41,ann_0027,so_media_2023_juni,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2023/juni/juni-2023/news/teilrevision-des-planungs-und-baurechts-vorlage-verabschiedet/,Teilrevision des Planungs- und Baurechts: Vorlage verabschiedet - Kanton Solothurn,not_relevant,0,0.116,0.1254054054054054,0.3165662787995579,0,not_relevant,0.0,0.1254054054054054,low,"score_only: weak thematic_score; LLM triage not_relevant, used only as downgrade signal","The text mentions revisions to planning and building laws and ordinances, public consultations, and changes to parking policies, but does not contain any information about road or path geometry changes.","The source discusses legal revisions and public consultation regarding building regulations and parking policies, with no concrete evidence of any TLM geometry updates."
score_only,42,ann_0122,zg_tba_strassenprojekte,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-p_ersatzneubau_stuetzmauer-lochboden-1_menzingen,"KS P, Ersatzneubau Stützmauer Lochboden 1, Menzingen",not_relevant,0,0.102,0.11027027027027025,0.6048146058392406,1,not_relevant,0.0,0.11027027027027025,medium,"score_only: weak thematic_score; TF IDF predicts actionable; LLM triage not_relevant, used only as downgrade signal",Die bestehende Blockstein-Stützmauer Lochboden 1 an der Neuheimerstrasse in Edlibach ist in einem schlechten Zustand und muss ersetzt werden.,The source describes the replacement of an existing retaining wall with no mention of any changes to the road geometry or topology.
